Timestamp,First and Last Name,How are you doing today?,Why are you feeling that way?
1/22/2019 10:59,120,Good,No particular reason
1/22/2019 11:01,33,Option 306,i have a headache
1/22/2019 11:01,55,Fair,Today is normal.
1/22/2019 11:01,110,Excellent,"I'm kinda relaxed, I also cut my hair so I do feel a little weird."
1/22/2019 11:02,53,Fair,I'm cold and my neck hurts.
1/22/2019 11:02,78,Fair,I don't know how  feel today.
1/22/2019 11:02,98,Fair,It's Tuesday.
1/22/2019 11:03,56,Option 306,I hate that my day started.
1/22/2019 11:03,74,Excellent,Im feeling excellent because im not sure.
1/22/2019 11:03,126,Option 306,I feel this way because I'm cold.
1/22/2019 11:04,97,Option 4,Today was the last practice for basketball.
1/22/2019 11:05,89,Option 306,My day is boring and i'm pretty positive it's gonna go down next period. 
1/22/2019 11:07,24,Option 306,I'm mad at people.
1/22/2019 11:25,44,Option 306,It is the begining of the week.
1/22/2019 12:39,114,Option 4,I want to kil myslef lmao
1/22/2019 12:40,82,Excellent!,I feel this way because it's Tuesday.
1/22/2019 12:41,41,Option 306,I feel like this because its funny that way. 
1/22/2019 12:41,87,Excellent!,Life
1/22/2019 12:41,126,Option 306,I feel this way because I'm cold.
1/22/2019 12:42,62,Option 306,I still do not like this seat.
1/22/2019 12:42,93,Option 4,I am super hungry.
1/22/2019 12:42,123,Fair,I still don't feel that good.
1/22/2019 12:43,3,Excellent!,I have no reason to be mad or sad.
1/22/2019 12:43,38,Good,I'm hungry.
1/22/2019 12:45,15,Option 306,I did not sleep last night because all I could hear was the constant coughing of my family.
1/22/2019 12:46,20,Excellent!,I feel this way because i am tired.
1/22/2019 12:46,31,Fair,Meh
1/22/2019 12:46,43,Good,Today I feel good because I got a speaker fro my sister.
1/22/2019 12:46,109,Option 306,I feel this way because I feel this way.
1/22/2019 12:53,12,Excellent,I am back in school and I had a 3 day weekend.
1/22/2019 13:00,83,Option 4,I got in-trouble for a dumb reason .
1/22/2019 13:18,79,Excellent!,i feel very happy because i  am.
1/22/2019 13:19,50,Option 306,Because I am sick.
1/22/2019 14:05,65,Good,It iis tuesday
1/22/2019 14:06,35,Fair,It's not to far or to close to the bottom.
1/22/2019 14:06,37,Option 306,I am extremely tired today.
1/22/2019 14:06,43,Good,Today I feel good because I want to feel that way.
1/22/2019 14:06,81,Option 306,I am SADDDD
1/22/2019 14:06,85,Excellent,It is monday.
1/22/2019 14:06,107,Good,I'm feeling this way because nothing happened.
1/22/2019 14:06,121,Option 4,I'm feeling option 4 because my ankle hurts.
1/22/2019 14:07,8,Excellent,I feel fine and it's not Monday either.
1/22/2019 14:07,51,Option 306,Why not?
1/22/2019 14:08,64,Option 306,I feel this way because I can.
1/22/2019 14:09,31,Option 306,"qm,"
1/22/2019 14:11,25,Excellent,I am feeling this way because I had a fun lunch!
1/22/2019 14:13,75,Good,I am feeling good because I am mad at someone :/
1/22/2019 14:14,4,Good,"The 3 day weekend was great. I was able to spend time with my boyfriend again, on both Saturday and Monday. It was great. PLUS I HAVE FOOODDDD!!!!!!!!!!!"
1/22/2019 14:15,11,Excellent,It's not Monday. 
1/22/2019 14:56,87,Excellent,Life
1/22/2019 14:57,23,Good,I might do soccer.
1/22/2019 14:57,92,Option 306,I'm at school.
1/22/2019 14:58,13,Excellent,I am staying after school for the elections night.
1/22/2019 14:58,20,Excellent,I feel this way because I am tired.
1/22/2019 14:58,122,Good,I'm doing good today because today was fun.
1/22/2019 14:59,105,Option 306,I feel option 306 because it's a BIG number.
1/22/2019 14:59,108,Good,I am awesome.
1/22/2019 14:59,119,Fair,I'm tired.
1/22/2019 15:00,9,Option 306,It's almost the weekend!
1/22/2019 15:00,22,Fair,Today is Tuesday and there is still three more days of school left until the weekend.
1/22/2019 15:00,94,Option 306,My brain hurts because i haven't slept in awhile.
1/22/2019 15:01,54,Option 306,"Today, I am feeling Option 306 because I've realized that Option 306 is only for the cool kids."
1/22/2019 15:02,46,Good,"I'm very tired. I woke up really early this morning, and I'm not gonna get home till like 9-10ish. Hoo boy. "
1/22/2019 15:02,48,Option 306,I'm feeling that way because I'm hungry.
1/22/2019 15:02,102,Excellent,I am alive.
1/22/2019 15:04,117,Option 4,I'm feeling this way because option 306 is still in the check in's.
1/22/2019 15:07,18,Option 306,It's not good boys.
1/22/2019 15:07,68,Option 306,I am homework stuff.
1/22/2019 15:15,104,Fair,Because it is Tuesday.
1/23/2019 8:21,94,Excellent!,I got a lot of sleep so im hoping for no headaches.
1/23/2019 8:21,102,Excellent!,I am alive and so is peanut.
1/23/2019 8:22,42,Good,Got my du-rag on.
1/23/2019 8:22,108,Good,I am awake.
1/23/2019 8:23,29,Option 306,It's complicated.
1/23/2019 8:23,58,Excellent!,Because I am assured of everything I will be doing in high school.
1/23/2019 8:23,85,Excellent!,It is wensday.
1/23/2019 8:23,120,Good,No particular reason
1/23/2019 8:25,21,Option 306,I wasn't feeling too good yesterday so I stayed home.
1/23/2019 8:25,52,Excellent!,I feel this way because  the last game is today.
1/23/2019 8:25,99,Good,Today is a nice weather day.
1/23/2019 8:26,106,Option 4,Its too early
1/23/2019 8:26,116,Option 4,I feel this way bc I hate school.
1/23/2019 8:27,119,Fair,It's cold.
1/23/2019 8:28,88,Excellent!,It's the last game.
1/23/2019 8:28,90,Option 306,I feel this way because I finally have food.
1/23/2019 8:29,5,Excellent!,Im just really awake right now!
1/23/2019 8:32,103,Fair,I had to clean yesterday all day.
1/23/2019 8:34,21,Option 306,I still don't feel as well but I had to go to school.
1/23/2019 8:34,25,Excellent!,"I feel this way because I had a good morning, I got my hair braided, and I had an easy night last night got to chill."
1/23/2019 8:34,32,Option 306,I do not know why but I feel Option 306
1/23/2019 8:35,73,Fair,I feel this way because I didn't sleep much.
1/23/2019 9:15,40,Option 306,Im sick uhuhhhgfhfhfh.
1/23/2019 9:16,86,Excellent,I'm feeling excellent because I'm going to make today a good day.
1/23/2019 9:16,93,Excellent,I am ready to start the day.
1/23/2019 9:16,95,Option 4,It's cold outside and I'm tired.
1/23/2019 9:16,114,Option 306,Today was a bad morning.
1/23/2019 9:16,115,Excellent,I feel that way because my restaurant is going to open soon.
1/23/2019 9:17,27,Fair,It is the morning.
1/23/2019 9:17,30,Option 306,"I am feeling option 306 because the EPIC person isn't here, I think my ear is infected, and I have a game today."
1/23/2019 9:17,34,Good,Because it is gameday
1/23/2019 9:17,42,Good,Du-rag time B) 
1/23/2019 9:17,69,Option 306,I don't know.
1/23/2019 9:18,14,Option 306,because today is gonna be epic??
1/23/2019 9:18,111,Option 306,I am cold.
1/23/2019 9:19,49,Option 4,I am feeling this way because Mak is here today.
1/23/2019 9:19,70,Option 306,Option 306 is a lifestyle.
1/23/2019 9:22,28,Good,I feel good because Jade gave me chocolate 
1/23/2019 9:24,84,Option 306,Jade just hit me and scared the crap out of me??
1/23/2019 9:27,63,Option 306,I feel this way because I'm going to the game today.
1/23/2019 10:11,10,Fair,I want to go home
1/23/2019 10:11,100,Option 306,It's Wednesday
1/23/2019 10:12,82,Excellent,I feel this way because it's Wednesday.
1/23/2019 10:12,123,Fair,I don't wan't to do this project it is not interesting.
1/23/2019 10:13,112,Good,Today has been good so far.
1/23/2019 10:13,124,Excellent,"Second period got a level up. As you said, that is rare."
1/23/2019 10:14,76,Option 4,I'm feeling option 4 because I'm hungry.
1/23/2019 10:15,50,Option 4,Because I am sick
1/23/2019 10:19,59,Option 306,I want to go to bed.
1/23/2019 10:24,62,Excellent,I do not know. 
1/23/2019 10:26,3,Excellent,I have no reason to mad or sad.
1/23/2019 11:00,110,Excellent,"Since we did a benchmark, I got to sleep a little bit."
1/23/2019 11:01,55,Fair,Today is normal.
1/23/2019 11:01,60,Good,I'm feeling this way because today has been good I have to work with my shoulder partner for science.
1/23/2019 11:02,78,Fair,I don't know how I feel.
1/23/2019 11:02,98,Good,It's Tuesday.
1/23/2019 11:02,120,Good,No particular reason
1/23/2019 11:02,126,Option 306,I feel this way because I'm cold.
1/23/2019 11:03,97,Option 4,Today is the last game for basketball.
1/23/2019 11:05,33,Fair,its a normal day.
1/23/2019 11:05,89,Option 306,I honestly don't know I really like that option. 
1/23/2019 11:07,53,Option 4,I'm hungry and tired and lunch isn't till 1:26 and I don't want to wait.
1/23/2019 11:08,12,Excellent,"Today is Wednesday, and I like Wednesday."
1/23/2019 11:11,56,Option 306,I have do a play.
1/23/2019 11:13,24,Good,it's just that kind of day.
1/23/2019 11:14,44,Excellent,I feel this way because it is game day.
1/23/2019 11:15,74,Good,Im feeling good because it is frioooo.
1/23/2019 12:23,17,Excellent,I am getting better.
1/23/2019 12:40,82,Excellent!,I feel this way because it's Wednesday.
1/23/2019 12:41,87,Excellent!,Life
1/23/2019 12:41,126,Option 306,I feel this way because I'm cold.
1/23/2019 12:42,3,Excellent!,I have no reason to be mad or sad.
1/23/2019 12:42,20,Good,I feel this way because i am tired.
1/23/2019 12:42,31,Option 306,ger gdmshdfqewsf
1/23/2019 12:42,62,Option 4,I am still not a fan of this seat.
1/23/2019 12:42,93,Option 4,I am super hungry.
1/23/2019 12:42,114,Option 4,I want food.
1/23/2019 12:43,38,Good,I'm cold and hungry.
1/23/2019 12:43,43,Good,Today I am good because its a free country.
1/23/2019 12:43,109,Option 306,I feel this way because I can.
1/23/2019 12:43,123,Fair,I don't really know.
1/23/2019 12:44,44,Excellent!,I feel this way because we have a game today.
1/23/2019 12:44,79,Excellent!,It is just as i feel.
1/23/2019 12:45,50,Option 306,Because I am sick and my voice is dying.
1/23/2019 12:53,83,Option 4,MY STOMACH HAS BEEN HURTING ALL DAY I WANNA CRY!!!!!!!!!!!!!!!!!
1/23/2019 14:02,81,Option 4,SAD
1/23/2019 14:06,8,Excellent,My day has been going well.
1/23/2019 14:06,31,Option 4,bghnjmfvcdcdhjubgbg
1/23/2019 14:06,35,Good,It was close to the time.
1/23/2019 14:06,43,Good,"Today I am feeling good because its a free country, for some people."
1/23/2019 14:06,51,Option 306,I don't know
1/23/2019 14:06,121,Option 306,I'm feeling option 306 because I had to get x-rays today.
1/23/2019 14:07,37,Good,I am feeling this way because I talked with Rico.
1/23/2019 14:07,75,Fair,I am feeling this way because something bad happened to a friend 
1/23/2019 14:07,85,Excellent,It is not monday.
1/23/2019 14:07,107,Good,I'm feeling this way because nothing happened.
1/23/2019 14:08,4,Fair,"This morning my boyfriend said that he wasn't feeling good and I was sad because he wasn't feeling good, but today I have practice and after practice I get to go see him play so I'm happy about that."
1/23/2019 14:21,11,Good,There's been a few bumps today but over all the day is going pretty well. 
1/23/2019 14:53,105,Option 306,I feel Option 306 today because it's a big number.
1/23/2019 14:54,92,Option 306,I'm at school.
1/23/2019 14:55,54,Excellent,"Today, I am feeling excellent because I ended my investment in Option 306."
1/23/2019 14:56,20,Good,My day is great but I am tired.
1/23/2019 14:56,122,Good,I'm doing good today because today was fun.
1/23/2019 14:57,9,Option 306,why not. 
1/23/2019 14:57,13,Excellent,I don't know. I just feel good.
1/23/2019 14:57,46,Option 4,"I'm tired, nothing too exciting. "
1/23/2019 14:57,48,Option 306,I'm feeling that way because I have a basket ball game.
1/23/2019 14:57,104,Fair,I am very tired.
1/23/2019 14:57,108,Good,I am really tired.
1/23/2019 14:58,21,Option 306,I'm so tired from todays work.
1/23/2019 14:58,22,Fair,It is eighth period and I am going home soon.
1/23/2019 14:58,94,Option 306,I thought sleeping would help my headaches but no.
1/23/2019 14:58,117,Good,I'm feeling good because I have a basketball game today.
1/23/2019 15:02,102,Excellent,I am alive and so is peanut.
1/23/2019 15:03,21,Option 306,I wasn't feeling too good so I wasn't at school.
1/23/2019 15:36,68,Option 306,I have -0 Homework.
1/23/2019 21:42,118,Good,I feel tired right now.
1/23/2019 21:46,118,Excellent!,I am feeling like i have energy i guess.
1/23/2019 21:49,118,Excellent!,I had a pretty cool weekend. 
1/23/2019 21:51,118,Fair,"I need to focus, its really difficult for me..."
1/23/2019 21:56,118,Good,I think I'm doing better in this class.
1/23/2019 22:01,118,Good,"I am so excited for the play I'm in, the script is super cool."
1/24/2019 8:21,85,Excellent!,It is GAME DAYYYYYYY.
1/24/2019 8:21,90,Option 306,I feel this way because i have a game today.
1/24/2019 8:21,99,Good,Because tomorrow is Friday!
1/24/2019 8:22,94,Good,Im getting to a sad part of my book.
1/24/2019 8:22,108,Good,I feel pretty good today.
1/24/2019 8:23,58,Excellent!,I feel excellent because I am satisfied with my grades.
1/24/2019 8:24,21,Option 306,I don't want to be at school.
1/24/2019 8:26,25,Excellent!,I am feeling this way because I woke up and I knew today was going to be a good day and I ate breakfast and I hung out with a friend I haven’t been hanging out with as much!
1/24/2019 8:26,26,Option 306,I don't feel 100% and I'm not getting enough sleep.
1/24/2019 8:26,102,Excellent!,I caught a celebi in pokemon platinum.
1/24/2019 8:27,88,Excellent!,I had a good game.
1/24/2019 8:28,5,Option 4,Because i'm cold and tired
1/24/2019 8:39,106,Option 4,Its too early
1/24/2019 8:43,73,Excellent!,I feel this way because it a free day.
1/24/2019 12:18,77,Option 306,I am kinda hungry.
1/25/2019 8:20,108,Good,It's Friday.
1/25/2019 8:21,42,Good,It's Friday so that's cool. 
1/25/2019 8:21,85,Excellent!,It is FRIDAY.
1/25/2019 8:21,99,Good,Because it is Friday!
1/25/2019 8:22,58,Good,I am very sore and tired.
1/25/2019 8:22,106,Option 4,Its too early
1/25/2019 8:22,120,Good,No particular reason
1/25/2019 8:26,29,Option 306,It's complicated.
1/25/2019 8:26,90,Option 306,I feel this way because today is Friday.
1/25/2019 8:27,26,Option 306,I'm tired and I hate this place.
1/25/2019 8:27,88,Option 4,I found something out.
1/25/2019 8:27,119,Fair,It's Friday.
1/25/2019 8:28,94,Fair,Im so ready for this weekend.
1/25/2019 8:30,102,Excellent!,I got Starbucks and I am alive.
1/25/2019 8:34,103,Fair,I had a bad wheeze today.
1/25/2019 8:34,116,Fair,I feel this way because my finger got jammed in the game for nothing because we lost.
1/25/2019 8:36,52,Excellent!,I feel this way because my birthday is tomorrow.
1/25/2019 8:36,73,Excellent!,I feel this way because I am not tired and today is Friday
1/25/2019 8:37,10,Good,It's Friday!
1/25/2019 8:39,5,Fair,I don't know i guess thats why I chose it.
1/25/2019 9:13,42,Fair,Ugh
1/25/2019 9:16,114,Option 4,I am tired.
1/25/2019 9:16,115,Excellent,I feel that way because I get to finish my project.
1/25/2019 9:17,30,Option 4,I am feeling option 4 cause I'm dead but the AWESOME person is making it a bit better.
1/25/2019 9:17,69,Option 306,I'm sad.
1/25/2019 9:17,95,Good,"It's Friday, but I have to finish one science thing that's due today and get work that I missed from another teacher that was due today."
1/25/2019 9:18,40,Option 306,Im sick.
1/25/2019 9:18,63,Option 306,I feel this way because I am not close to finishing my project.
1/25/2019 9:19,14,Option 306,because im sad
1/25/2019 9:19,70,Option 306,This is my lifestyle.
1/25/2019 9:19,86,Option 306,I'm feeling option 306 because Tory will never sign out.
1/25/2019 9:19,93,Excellent,I am ready to start the day.
1/25/2019 9:19,111,Option 306,I am tired.
1/25/2019 9:20,45,Good,I don't know.
1/25/2019 9:20,67,Option 306,I am tired.
1/25/2019 9:22,27,Fair,It is the morning.
1/25/2019 9:22,49,Option 4,"I am feeling this way because today is going good, my practice was fun which was nice and I had a fun game even though we lost and I got a message from the person I wanted to text which was also nice also Makenzie probably broke her toe."
1/25/2019 9:22,84,Option 306,I think I broke my toe??
1/25/2019 9:28,28,Good,I feel good because I slept really good las night.
1/25/2019 10:12,26,Option 4,Theater was ok we didn't do anything but I'm so tired.
1/25/2019 10:12,72,Excellent,I feel great because its friday but im tired
1/25/2019 10:13,39,Excellent,It is Friday and it's almost the weekend.
1/25/2019 10:13,76,Option 4,I'm feeling option 4 because I'm tired and hungry.
1/25/2019 10:14,3,Excellent,Because i can.
1/25/2019 10:14,32,Option 306,I hate when people tell me to shut up.
1/25/2019 10:14,59,Option 306,I want to go home.
1/25/2019 10:14,112,Good,Today is Friday.
1/25/2019 10:14,123,Fair,I don't really know at all.
1/25/2019 10:15,57,Good,Because it's friday.
1/25/2019 10:15,113,Excellent,"It is Friday, and I packed buritos."
1/25/2019 10:16,124,Option 306,I am slightly sick still.
1/25/2019 10:18,17,Fair,"Yesterday, I finished the assignment, but the computer crashed while I was saving, and I have barely anything done on my assignment..."
1/25/2019 11:01,98,Excellent,Friday.
1/25/2019 11:01,126,Option 306,I feel this way because I'm cold
1/25/2019 11:02,55,Fair,Today is normal.
1/25/2019 11:03,33,Excellent,Its Friday.
1/25/2019 11:03,110,Excellent,I don't know just happy.
1/25/2019 11:05,60,Excellent,I am feeling this way because it's Friday. 
1/25/2019 11:05,97,Option 4,I am really tired again.
1/25/2019 11:05,120,Good,No particular reason
1/25/2019 11:06,24,Option 306,It's just that kind of day.
1/25/2019 11:07,89,Option 306,"I don't know, I am so tired. "
1/25/2019 11:08,2,Excellent,"

It is Friday today."
1/25/2019 11:09,44,Excellent,Its friday
1/25/2019 11:09,74,Good,Im feeling good because im not sure.
1/25/2019 11:10,53,Option 4,I am really hungry.
1/25/2019 12:42,15,Option 306,I'm still sick with the flu but I had to come today.
1/25/2019 12:42,123,Fair,I don't know.
1/25/2019 12:42,126,Option 306,I feel this way because I'm cold.
1/25/2019 12:43,3,Excellent!,Because i can.
1/25/2019 12:43,93,Option 4,I am hungry and I made my schedule.
1/25/2019 12:44,31,Option 306,sadasdasgsafdsagetnja
1/25/2019 12:44,114,Option 4,I want food.
1/25/2019 12:45,20,Good,I am having a good day and am tired.
1/25/2019 12:45,38,Good,I'm cold.
1/25/2019 12:45,109,Option 306,I feel this way because of the first ammendment.
1/25/2019 12:47,83,Fair,Todays been going by smooth and because its friday. 
1/25/2019 12:48,79,Good,I feel the way i do.
1/25/2019 12:50,43,Option 306,Today I am feeling option 306 because of what happen in Algebra.
1/25/2019 12:54,44,Excellent!,I feel this way because it is friday.
1/25/2019 13:24,35,Excellent,I'm doing this very early.
1/25/2019 14:03,65,Excellent,It is friday
1/25/2019 14:04,31,Option 306,n hnnjjmmnjmjmjmjmjmjmjmj hm jhm mmhmmmmm
1/25/2019 14:04,121,Good,I'm feeling good because it's Friday!
1/25/2019 14:05,37,Fair,I am feeling this way because I'm extremely tired.
1/25/2019 14:06,85,Excellent,It is friday.
1/25/2019 14:07,12,Excellent,Today is Friday.
1/25/2019 14:07,81,Option 4,Sad
1/25/2019 14:09,8,Good,My day seems to be going fine but then in history we have a choice selection for highschool and the lady spoke to fast.
1/25/2019 14:09,11,Excellent,It's Friday.
1/25/2019 14:09,43,Option 306,Today I feel option 306 because mr.lovett has no candy and I am not his favorite student.
1/25/2019 14:09,107,Good,I'm feeling this way because nothing happened.
1/25/2019 14:12,75,Excellent,"I Am feeling Excellent because I am very Happy, not for any reason, but when you have a good attitude you have a good day."
1/25/2019 14:16,25,Excellent,I am feeling this way because today has been chill and fun and just a really awesome day!
1/25/2019 14:19,4,Good,"Even tho today I had a panic attack, and that I started crying, everything is a lot better. I got candy from Mr. Lovett, and I got a hug from my boyfriend, and today after school during my concert he going to be there."
1/25/2019 14:55,9,Option 306,I feel good. 
1/25/2019 14:55,22,Option 306,It is Friday today.
1/25/2019 14:55,23,Option 4,It is Friday.
1/25/2019 14:55,92,Excellent,It's Friday.
1/25/2019 14:55,105,Option 306,I need to finish my essay in ELAR by tonight.
1/25/2019 14:56,122,Good,I'm feeling good today because today was fun.
1/25/2019 14:57,108,Good,I am tired.
1/25/2019 14:58,13,Excellent,I feel good today.
1/25/2019 14:58,20,Good,I am tired.
1/25/2019 14:58,54,Excellent,"Today, I am feeling excellent because Wyatt is planning to report me to the FBI for advocating armed revolution. I dare the FBI to try and stop me."
1/25/2019 14:59,87,Option 306,I went to High School for a day
1/25/2019 14:59,94,Option 306,Nervous about the electives i chose.
1/25/2019 14:59,104,Good,It is Friday.
1/25/2019 15:01,18,Option 306,Not Epic.
1/25/2019 15:01,102,Excellent,I have a gf.
1/25/2019 15:02,46,Option 306,"I've had a fever like all day, I probably should have gone home. Oh well. "
1/25/2019 15:02,68,Option 306,I have a ton of homework.
1/25/2019 15:03,48,Option 306,I'm feeling that way because it's FRIDAY FRIDAY everyone get down on FRIDAY.
1/25/2019 15:07,117,Excellent,I'm feeling this way because I think my strike against option 306 being in the check ins is working.
1/28/2019 8:19,42,Fair,It's not the weekend anymore.. 
1/28/2019 8:22,99,Good,Because there is nice weather outside.
1/28/2019 8:22,108,Fair,I am really tired.
1/28/2019 8:23,58,Excellent!,My weekend was swell.
1/28/2019 8:23,59,Option 306,I want to go home.
1/28/2019 8:23,85,Excellent!,I am happy.
1/28/2019 8:23,106,Option 4,Its too early
1/28/2019 8:24,90,Option 306,I feel this way because today is Monday.
1/28/2019 8:24,116,Fair,I feel tis way bc it's in Monday.
1/28/2019 8:25,102,Excellent!,I am alive.
1/28/2019 8:25,120,Good,No particular reason
1/28/2019 8:26,88,Fair,Practice was fun.
1/28/2019 8:27,26,Option 306,I don't feel good but I'm here anyways.
1/28/2019 8:27,29,Option 306,It's complicated.
1/28/2019 8:27,119,Fair,I'm tired.
1/28/2019 8:28,5,Option 4,My stomach hurts
1/28/2019 8:29,52,Excellent!,I feel this way because my birthday was good.
1/28/2019 8:29,73,Good,I am awake and not tired.
1/28/2019 8:29,94,Excellent!,I got to read a new comic this weekend.
1/28/2019 8:29,103,Good,I had a good sleep most of this weekend and last night.
1/28/2019 8:30,21,Option 306,I still don't feel too good.
1/28/2019 8:37,21,Option 306,I didn't feel too good so I didn't go to school.
1/28/2019 8:41,33,Option 4,its monday
1/28/2019 9:14,42,Fair,Alright 
1/28/2019 9:15,40,Fair,I dont know.
1/28/2019 9:15,95,Fair,It's Monday and I'm tired.
1/28/2019 9:16,114,Fair,I don't want to be here.
1/28/2019 9:17,70,Option 306,Its my lifestyle.
1/28/2019 9:18,111,Option 306,Landon told me to.
1/28/2019 9:19,14,Option 306,Because I smacked my head with a fan
1/28/2019 9:19,69,Good,I am the good and Landon.
1/28/2019 9:19,93,Excellent,I am excited for the day to start.
1/28/2019 9:19,115,Excellent,I feel that way because my dad come back yesterday.
1/28/2019 9:20,30,Good,I am feeling good because of an EPIC person but I'm really tired.
1/28/2019 9:21,45,Excellent,I got to meet my hero.
1/28/2019 9:21,67,Option 306,Uhhh. I just don't feel that good though.
1/28/2019 9:22,86,Excellent,I'm feeling excellent because today is a silly day.
1/28/2019 9:23,63,Option 306,I feel this way because jasibe is still not here...
1/28/2019 9:25,49,Good,I had a good weekend yee yee
1/28/2019 9:25,84,Excellent,I got best friend??
1/28/2019 9:28,28,Option 306,I feel this way because I just want to go home.
1/28/2019 9:31,63,Option 4,I feel this way because today is an ok day.
1/28/2019 9:32,34,Good,I just feel normal.
1/28/2019 9:40,82,Excellent!,I feel this way because I'm on a field trip at Roosevelt.
1/28/2019 9:43,55,Fair,Today is normal.
1/28/2019 9:46,82,Excellent,I feel this way because I'm on a field trip at Roosevelt.
1/28/2019 9:47,27,Fair,I sprained my ankle.
1/28/2019 10:11,10,Fair,I don't know
1/28/2019 10:12,82,Excellent,I feel this way because I'm almost half-way done with my typography portrait.
1/28/2019 10:13,57,Good,Because it is my birthday in 5 days.
1/28/2019 10:13,76,Option 4,I'm feeling option 4 because I don't feel right.
1/28/2019 10:13,100,Option 306,I can't control my emotions much less understand them
1/28/2019 10:13,123,Fair,I wish I knew why.
1/28/2019 10:14,59,Option 306,I want to sleep.
1/28/2019 10:15,26,Option 306,I'm tired and don't feel good and my theater class is filled with idiots. 
1/28/2019 10:15,39,Option 306,I am really tired.
1/28/2019 10:15,72,Option 306,I feel 306 since its monday.
1/28/2019 10:16,112,Fair,I want to go home early today.
1/28/2019 10:16,124,Option 306,I finally convinced Dylan to tone down his plan to take over the world.
1/28/2019 10:18,32,Option 306,Good.
1/28/2019 10:18,50,Good,Because I am feeling better but not completely.
1/28/2019 10:18,113,Good,I am going to an orthodonist appointment at 2.
1/28/2019 10:19,62,Option 306,A chapter in my book was really boring and I accidentally fell asleep while reading it in ELAR so I got participation points taken off. 
1/28/2019 10:20,3,Good,Because i can no leave me alone before I pick option 306.
1/28/2019 10:33,92,Option 306,I'm at school.
1/28/2019 10:51,32,Option 306,I do not know why but I feel Option 306
1/28/2019 10:52,32,Option 306,I do not know why but i feel Option 306
1/28/2019 11:01,98,Fair,It is monday.
1/28/2019 11:03,110,Good,We just read all 3rd period but my back hurts.
1/28/2019 11:04,74,Option 4,Im doing option 4 because im not sure.
1/28/2019 11:04,78,Excellent,I get to go hame.
1/28/2019 11:04,120,Good,No particular reason
1/28/2019 11:05,2,Option 4,It is Monday.
1/28/2019 11:05,60,Excellent,I am feeling this way because I just died.
1/28/2019 11:05,97,Option 4,I am super tired because I didn't sleep well.
1/28/2019 11:06,126,Option 306,I feel this way because I'm on the run from Charlotte's love and affection.
1/28/2019 11:07,89,Option 4,Today is going bad.
1/28/2019 11:08,44,Option 306,It is monday and I am hungry.
1/28/2019 11:12,53,Fair,My neck hurts when I move it.
1/28/2019 11:14,24,Fair,It's just that kind of day.
1/28/2019 11:29,101,Option 306,Im not sure why but I am feeling that way
1/28/2019 11:56,101,Option 306,I feel like option 306 because i just do
1/28/2019 12:02,101,Option 306,I just do feel like option 306
1/28/2019 12:09,17,Excellent,"It is Monday, and I have tennis practice."
1/28/2019 12:40,20,Good,I feel this way because I am tired.
1/28/2019 12:40,82,Excellent!,I feel this way because it's Monday.
1/28/2019 12:41,15,Option 306,I don't know. I'm just really tired.
1/28/2019 12:41,93,Option 4,I am super hungry.
1/28/2019 12:41,114,Option 4,I want food.
1/28/2019 12:42,41,Option 306,I feel like this because it's funny that way. 
1/28/2019 12:42,109,Option 306,I feel this way because I'm an American citizen.
1/28/2019 12:42,123,Fair,Landon is big meanie head.
1/28/2019 12:42,126,Option 306,I feel this way because I'm tired.
1/28/2019 12:43,38,Good,I'm tired.
1/28/2019 12:43,77,Option 4,I am really hungry.
1/28/2019 12:43,83,Fair,Im super tired today. 
1/28/2019 12:44,62,Option 4,I still do not really like this seat.
1/28/2019 12:44,87,Good,It's Monday and life is rough.
1/28/2019 12:45,3,Excellent!,Why don't you feel this way that's the real question.
1/28/2019 12:45,31,Option 306,"cfk,sl.dxk,"
1/28/2019 12:46,43,Option 306,Today I feel option 306 because I feel sick.
1/28/2019 12:46,44,Option 306,It is monday that is why I feel this way.
1/28/2019 12:46,50,Option 4,I feel this way because I am sick but feeling better.
1/28/2019 12:52,79,Good,I am a person who reserves the right of their feelings.
1/28/2019 14:06,31,Option 306,"bfmn ,./"
1/28/2019 14:07,35,Fair,You already know.
1/28/2019 14:07,81,Option 4,tired
1/28/2019 14:09,37,Option 306,I am feeling this way because I couldn't throw the eraser on the board.
1/28/2019 14:09,51,Option 306,I feel this way because I can.
1/28/2019 14:09,75,Good,I a feeling this way because It is a regular day
1/28/2019 14:09,85,Excellent,It is the actual monday.
1/28/2019 14:09,121,Option 4,I'm feeling option 4 because I don't feel well.
1/28/2019 14:10,43,Option 306,Today I am feeling option 306 because I am sick.
1/28/2019 14:10,107,Good,I'm feeling this way because nothing happened.
1/28/2019 14:12,8,Excellent,I don't know i just know I feel excellent.
1/28/2019 14:12,11,Excellent,I'm just having a good day. 
1/28/2019 14:31,117,Option 4,I'm feeling this way because I have a cramp on my right under forearm.
1/28/2019 14:54,12,Excellent,Today we made it back to school.
1/28/2019 14:55,22,Fair,Today is Monday.
1/28/2019 14:55,87,Good,"It is monday, I hate monday."
1/28/2019 14:55,105,Fair,I feel that way because.....we have option 306.
1/28/2019 14:55,122,Good,I'm feeling good today because today was fun.
1/28/2019 14:56,9,Option 306,I'm tired. 
1/28/2019 14:56,108,Good,I am tired.
1/28/2019 14:57,21,Option 306,I'm tired and kinda done with school.
1/28/2019 14:57,54,Excellent,"Today, nothing interesting happened. I like it when that happens, do you not?"
