Timestamp,Name,How are you doing today?,Why do you feel that way?
10/23/2019 13:10,65,Good,I have no reason.
10/24/2019 13:09,65,Good,I have no reasons.
10/25/2019 14:57,65,Good,I have no reason.
8/29/2019 14:59,65,Option 306,I made my friend in second period mad... and i'm still mad at myself about it.
9/10/2019 14:58,65,Option 306,"My friend (Ryan luna of KSAT) normally sit together, but yesterday we found out we would never be on the same bus... I cried because of this."
10/9/2019 14:56,65,Option 306,I got embarrassed At lunch...
10/10/2019 14:56,65,Option 306,My brother got sick and had to go to the hospital.
10/28/2019 14:05,65,Good,I have no reason except I went to my friend's house (and church afterward) for a sleepover!
10/29/2019 13:55,65,Good,I have no reason.
10/30/2019 14:04,65,Good,I have no reasons.
10/31/2019 13:56,65,Good,I have no reason.
11/1/2019 13:55,65,Good,I have no reason to share why!
11/4/2019 14:55,65,Good,I have no reason.
11/5/2019 14:57,65,Good,I have no reason.
11/6/2019 15:02,65,Good,I have no reason.
11/7/2019 14:55,65,Good,I have no reason!
11/8/2019 14:54,65,Good,I have no reason.
11/11/2019 14:59,65,Good,I have no reason!
11/12/2019 14:56,65,Good,I have no reason.
11/13/2019 14:56,65,Good,I have no reason.
2/26/2020 14:56,65,Good,I have no reason
8/23/2019 14:59,65,Fair,Im worse actually but no actual option
1/6/2020 11:00,66,Excellent,I am feeling excellent today because it is almost lunch
1/7/2020 10:57,66,Excellent,I am feeling excellent today because tomorrow I have a basket ball game.
1/8/2020 10:58,66,Excellent,I am feeling excellent today because it is Wednesday  so I have a basketball game.
1/9/2020 10:55,66,Excellent,I am feeling excellent today because it is almost friday.
1/10/2020 10:57,66,Excellent,I am feeling excellent today because it is friday.
1/13/2020 10:57,66,Excellent,I am feeling excellent today because it is almost lunch time.
1/14/2020 10:56,66,Excellent,I am feeling excellent today because tomorrow we have a basketball game.
1/16/2020 10:57,66,Excellent,I am feeling excellent today because tomorrow is friday.
1/17/2020 10:56,66,Excellent,I am feeling excellent today because it is friday and I am going to a basketball game.
1/22/2020 10:58,66,Excellent,"Sometimes it not be what it is, but it do. That's gonna be on my gravestone"
1/24/2020 10:56,66,Excellent,I am feeling excellent today because sometimes it not be like it do but it is
1/27/2020 10:55,66,Excellent,I am feeling excellent because it is almost lunch.
1/28/2020 10:55,66,Excellent,I am feeling excellent because tomorrow is tomorrow.
2/3/2020 10:56,66,Excellent,I am feeling excellent today because Saturday is my birthday.
2/4/2020 10:54,66,Excellent,I am feeling excellent because tomorrow is early release
2/7/2020 10:55,66,Excellent,tomorrow is my birthday
2/12/2020 10:56,66,Excellent,I am feeing excellent today because it is Wednesday
2/21/2020 10:56,66,Excellent,I am hungry and wee are going to lunch after this
2/26/2020 10:54,66,Excellent,it is almost lunch
2/28/2020 10:58,66,Excellent,I am feeling excellent today because I get to go to a basketball game :) :) :) :) :) :) :) :) :) :) :) :)
3/4/2020 10:54,66,Excellent,I am feeling excellent because it is almost lunch time.
8/26/2019 11:04,66,Excellent,Because I have had a good day so far.
8/28/2019 10:58,66,Excellent,I am about to eat
8/29/2019 10:58,66,Excellent,because i am feeling lit
9/3/2019 10:59,66,Excellent,i am about to eat lunch
9/5/2019 10:58,66,Excellent,because i didn't fall down the stairs this morning
9/6/2019 10:59,66,Excellent,because i think i am going to get A team
9/11/2019 11:06,66,Excellent,we are going to win football
9/13/2019 10:58,66,Excellent, It is friday!!!!!!!!!!!!!!!!!!!!!!!
9/16/2019 11:06,66,Excellent,because I did not fall down the stairs
9/17/2019 10:57,66,Excellent,practice is being cut short
9/18/2019 10:57,66,Excellent,we are going to beat wood
9/20/2019 10:57,66,Excellent,its friday
9/23/2019 11:01,66,Excellent,i dint fall down the stairs
9/24/2019 10:58,66,Excellent,it is almost lunch
9/25/2019 10:57,66,Excellent,because we play Nimitz
9/26/2019 10:58,66,Excellent,I did not fall down the stairs this morning... I fell up the stairs
9/27/2019 10:56,66,Excellent,because I am going to the Roosevelt game tonight
10/1/2019 11:17,66,Excellent,I am feeling excellent because it is almost lunch and I am going to get pizza from the grill line. : )
10/2/2019 11:02,66,Excellent,I am feeling excellent because we are playing Kruger today and we are going to win.
10/7/2019 11:03,66,Excellent,I am feeling excellent today because I am going to a church camp this weekend.
10/9/2019 11:01,66,Excellent,I am feeling excellent because we have a football game today.a
10/10/2019 11:00,66,Excellent,I am feeling excellent today because this weekend I am going to church camp and I got the cool camp councilor so I get to stay up till 9:15 instead of 9:00.
10/11/2019 10:19,66,Excellent,I am feeling excellent today because today is early release.
10/16/2019 10:57,66,Excellent,I am feeling excellent today because we have a football game at Jackson.
10/17/2019 10:58,66,Excellent,I am feeling excellent today because we won the football game yesterday.
10/18/2019 10:58,66,Excellent,I am feeling excellent today because It is Friday.
10/21/2019 10:59,66,Excellent,I am feeling excellent because I went to a Roosevelt football game and they won.
10/23/2019 10:16,66,Excellent,I am feeling excellent today because I am not sick anymore.
10/25/2019 11:00,66,Excellent,I am feeling excellent because it is friday
8/22/2019 11:31,66,Good,I am feeling good because I am about to eat lunch
8/27/2019 10:58,66,Good,i am about to eat lunch
9/9/2019 11:40,66,Good,I am feeling good because i made a team
9/10/2019 11:01,66,Good,tomorrow is the first football game
9/12/2019 10:58,66,Good,i got my braces fixed
10/3/2019 11:01,66,Good,I am feeling good because we beat Kruger 50 to 0.
2/14/2020 10:16,66,Option 306,"I feel like crap today I am sick, it's valentines day, and my lunch got destroyed"
2/24/2020 10:56,66,Option 306,I feel a mixture of mad and sad
9/4/2019 11:00,66,Option 306,i had to run around the bloc this morning
9/19/2019 11:00,66,Option 306,because my mouth hurts
10/15/2019 11:00,66,Option 306,I am feeling option 306 because I have to get glasses so I can see better and I do not like glasses.
10/28/2019 9:59,66,Excellent,I am feeling excellent because it is almost lunch time.
10/29/2019 9:56,66,Excellent,I am feeling excellent because I am hungry and it is almost lunch time.
10/30/2019 10:01,66,Excellent,I am feeling excellent today because it is Wednesday and you know what that means... we get to kick someone else's butt.
10/31/2019 9:57,66,Excellent,I am feeling excellent because it is almost lunch time.
11/1/2019 9:56,66,Excellent,I am feeling excellent because I got a truckload of candy
11/4/2019 10:58,66,Excellent,I am feeling excellent today because basketball starts today.
11/6/2019 10:55,66,Excellent,I am feeling excellent today because I got 55$ yesterday.
11/7/2019 10:58,66,Excellent,I am feeling excellent because it is almost friday
11/8/2019 11:00,66,Excellent,I am feeling excellent today because it is friday.
11/12/2019 10:58,66,Excellent,I am feeling excellent today because it is almost Christmas.
11/13/2019 11:00,66,Excellent,I am feeling excellent today because it is my first basketball game
11/14/2019 11:01,66,Excellent,I am feeing excellent because it is almost friday.
11/14/2019 11:01,66,Excellent,I am feeing excellent because it is almost friday.
1/21/2020 10:56,66,Excellent,I am feeling excellent today because it is almost tomorrow.
2/28/2020 11:14,66,Excellent,I am feeling excellent because it is almost lunch time
9/30/2019 19:48,66,Fair,I feel fair because I am super tired and had a bad day.
8/23/2019 11:02,66,Good,because my hurt ankle is feeling A lot better today.
2/14/2020 10:18,67,Excellent,Today is Friday and early release. 
1/27/2020 10:55,67,Fair,I hate Mondays.
8/22/2019 11:11,67,Fair,I want to go home and i want to eat
8/23/2019 11:00,67,Fair,I want to go and I want to eat
8/26/2019 11:00,67,Fair,"I feel sick, I am hungry and i am tried"
8/27/2019 10:58,67,Fair,"I want to eat, I feel sick"
8/31/2019 20:35,67,Fair,I feel sick
8/29/2019 10:58,67,Fair,i am hungry and I am feel sick
9/3/2019 11:00,67,Fair,I want to go home
9/5/2019 10:56,67,Fair,i want to eat and i want to go home 
9/6/2019 10:58,67,Fair,i am hungry i want yo go home and i am tired  
9/12/2019 10:57,67,Fair,"I am hungry, I am tired and I want to go home."
9/17/2019 10:56,67,Fair,I am hungry and i am tried.
9/19/2019 10:57,67,Fair,I am hungry and tried and I want to go home.
9/20/2019 10:56,67,Fair,"I am hungry, tried and I want to go home."
9/23/2019 10:57,67,Fair,"I am hungry, tried and i want to go home."
9/25/2019 10:56,67,Fair,"I am hungry, tried and I want to go home."
9/26/2019 10:57,67,Fair,"I am hungry, tried and I want to go home "
9/30/2019 10:56,67,Fair,"I am tried, hungry and I want to go home."
10/1/2019 10:59,67,Fair,I want to go home. 
1/6/2020 10:58,67,Good,I am having a good day so far. 
1/7/2020 10:56,67,Good,I have practice after school. 
1/8/2020 10:56,67,Good,We have a game today. 
1/10/2020 10:56,67,Good,We won our basketball game. 
1/13/2020 10:57,67,Good,"Today is going to be a good day, I hope."
1/14/2020 10:57,67,Good,We have a basketball game tomorrow.  
1/16/2020 10:56,67,Good,We destroyed Garner and I scored a lot of points.
1/17/2020 10:55,67,Good,Today is Friday and I am doing nothing this weekend. 
1/21/2020 10:55,67,Good,Today is Tuesday and I kind of like Tuesdays. 
1/22/2020 10:58,67,Good,Today is our last game and I am playing today. 
1/24/2020 10:56,67,Good,Today is Friday and I like Fridays. 
1/28/2020 10:55,67,Good,Today is Tuesday.
1/30/2020 10:57,67,Good,Tomorrow is Friday. 
1/31/2020 10:58,67,Good,Today is Friday and I like Fridays. 
2/3/2020 10:54,67,Good,I am leaving early. 
2/4/2020 10:54,67,Good,"Today is Tuesday, they kind of suck.  "
2/5/2020 10:14,67,Good,Today is early release. 
2/6/2020 10:13,67,Good,Today is early release.
2/10/2020 10:55,67,Good,Today is Monday. 
2/11/2020 10:56,67,Good,Tomorrow is Wednesday. 
2/12/2020 10:55,67,Good,Today is Wednesday and I like Wednesday. 
2/13/2020 10:55,67,Good,It is almost Friday.
2/18/2020 10:54,67,Good,Today is Tuesday and I like Tuesday. 
2/21/2020 10:53,67,Good,Today is Fridays and I like Fridays.
2/24/2020 10:56,67,Good,I got a new haircut and it is nice.
2/26/2020 10:55,67,Good,Today is Wednesday and I like Wednesday
2/27/2020 10:56,67,Good,The weather is not that cold as it was yesterday.
2/28/2020 10:55,67,Good,Today is Friday and I like Fridays.
3/2/2020 10:55,67,Good,"Next week is spring break, "
3/3/2020 10:56,67,Good,Next week is spring break. 
3/4/2020 10:54,67,Good,Next week is spring break. 
9/4/2019 10:57,67,Good,I feel better and i kind of want food 
9/9/2019 10:57,67,Good,I feel better than usually do.
9/10/2019 10:59,67,Good,I am not that hungry and I am a little happy  
9/11/2019 11:02,67,Good,I am feeling better than I yesterday.
9/16/2019 10:57,67,Good,I am feeling happy today. 
9/18/2019 10:57,67,Good,I am happy today.
9/24/2019 10:57,67,Good,I am happy.
9/27/2019 10:57,67,Good,I am happy and i am not hungry. 
10/2/2019 10:58,67,Good,I am happy today.
10/3/2019 10:58,67,Good,I am very happy today but hungry. 
10/7/2019 9:27,67,Good,I am kind of happy today.
10/9/2019 10:57,67,Good,I am happy today.  
10/10/2019 10:58,67,Good,I am happy today. 
10/11/2019 10:16,67,Good,I am happy today. 
10/15/2019 10:58,67,Good,I am having a good day.
10/16/2019 10:56,67,Good,I am feeling good today.
10/17/2019 10:56,67,Good,I am feeling really happy today.
10/18/2019 10:57,67,Good,I am feeling good because I am passing all my class's. 
10/21/2019 10:56,67,Good,I am happy today.
10/22/2019 10:57,67,Good,I a feeling great today.  
10/23/2019 10:16,67,Good,I am feeling happy because we are getting out earlier. 
10/24/2019 10:16,67,Good,I am feeling good because I am happy 
10/25/2019 10:58,67,Good,Today is Friday and I like Fridays. 
10/28/2019 9:59,67,Good,I am having a good today so far. 
10/29/2019 9:56,67,Good,I am having a good day.
10/30/2019 10:01,67,Good,I am having a good day today.
10/31/2019 9:57,67,Good,I am having a good day so far.
11/1/2019 9:56,67,Good,Today is Friday and I like Fridays
11/4/2019 10:58,67,Good,I am having a good today.
11/6/2019 10:59,67,Good,I am having a good day so far. 
11/7/2019 10:56,67,Good,I am having a good day so far. 
11/8/2019 10:56,67,Good,Today is Friday. 
11/17/2019 18:24,67,Good,I am having a good day.
11/12/2019 10:56,67,Good,I am not failing science.  
11/13/2019 10:56,67,Good,I am having a good day so far. 
11/14/2019 10:55,67,Good,I am having a good day. 
11/14/2019 10:55,67,Good,I am having a good day. 
9/13/2019 10:57,67,Good,I am not feeling bad and I am happy.
11/5/2019 10:55,67,Good,I am having a good day so far.
2/22/2021 9:53,68,Fair,I woke up late and my sister missed her bus so now she has to be at home with me. She isn't very swag or cool.
1/17/2020 10:56,69,Excellent,IT'S FRIDAY!
1/24/2020 10:55,69,Excellent,I did a really good job on a Quizziz during 3rd period.
2/3/2020 10:57,69,Excellent,"My weekend was great! Kansas won the Super Bowl 2020, yay!"
2/28/2020 10:54,69,Excellent,"It's almost the weekend, I'm excited, and I've got things to look forward to."
2/7/2020 14:09,69,Excellent!,"I played well as goalie during soccer, it's friday, it's nearing the end of the school day."
2/21/2020 14:10,69,Excellent!,"It's friday, and it's the second-to-last period, plus it's good to see you."
2/14/2020 12:37,69,Excellent!,"The weekend is almost upon us, and I did something in soccer."
2/28/2020 14:09,69,Excellent!,"Today's friday, it's 8th period, and I did something very good not long ago."
1/13/2020 14:05,69,Excellent!,My day is improving as it goes along. :D
1/16/2020 13:50,69,Excellent!,Got things to look forward to AND the school day is almost over.
1/24/2020 14:08,69,Excellent!,"Day's almost over, 3rd and 4th really boosted my morale!"
1/31/2020 14:09,69,Excellent!,"Used my energy during a ""soccer"" game, It's the second to last period of the week, and my aunt is visiting, very great."
3/3/2020 13:55,69,Fair,Could be way better.
2/13/2020 14:08,69,Fair,"I don't wanna talk about it, I really don't. I am NOT in a good mood."
2/11/2020 14:12,69,Fair,I suddenly remembered that I need to start the coding process over again. So I feel very terrible.
1/14/2020 10:57,69,Fair,"I could be a bit more exited, but I have to do two guaranteed tests today. :("
1/14/2020 14:04,69,Fair,...
1/28/2020 10:56,69,Fair,"Just feeling kinda meh, I'm feeling pretty lax today."
1/30/2020 10:55,69,Fair,"It's cold out, students are rowdy, but my aunt is coming to visit."
2/4/2020 10:54,69,Fair,"I had a horrible dream overnight, I'm tired, I just feel meh today."
2/10/2020 10:56,69,Fair,Not too energetic right now.
2/11/2020 10:55,69,Fair,"Tired, unmotivated, and very bored.To summarize, meh."
3/3/2020 10:53,69,Fair,"To be honest, the anticipation is killing me."
3/2/2020 14:10,69,Good,"Could be better, but at least it's almost time to go home."
2/6/2020 12:49,69,Good,"I am just good, can't explain it."
3/4/2020 14:08,69,Good,"I do not know, to be honest, I just want this week to end."
2/6/2020 12:51,69,Good,I don't remember why.
2/24/2020 14:07,69,Good,"It's 8th period, that's why."
2/27/2020 14:06,69,Good,"It's almost the end of the school, and it's Pokemon Day."
2/26/2020 10:54,69,Good,"It's Wednesday, and things are picking up, Pokemon Day is tomorrow. "
2/10/2020 14:06,69,Good,"Meh, same as earlier but bonus points to it being 8th period instead of 4th."
2/4/2020 14:08,69,Good,"Nice assembly today, wasn't it? Congrats on you Mr. Lovett!"
2/3/2020 14:07,69,Good,One word and one word only: monday.
2/12/2020 14:07,69,Good,"The end of day is approaching, and I'm exited for many things; Pokemon Home has been released, SSF2 is getting updated, I'm more energetic than yesterday, and we are halfway to the weekend."
2/18/2020 14:10,69,Good,The end of the school day is near.
1/13/2020 11:01,69,Good,"Just having a good day so far, getting to know the place, and getting to know new people. :)"
1/16/2020 10:56,69,Good,Got a whole of things to look forward to. :)
1/21/2020 10:57,69,Good,"Meh, I'm kinda meh actually, math put me in a bad mood. :("
1/21/2020 14:05,69,Good,The end of the school day is near. :)
1/22/2020 10:57,69,Good,"Still could be better, but I'm certainly in a better mood than last time. "
1/22/2020 14:07,69,Good,"The end is near, I've been put in a very good mood after 4th period, overall, I feel great!"
1/27/2020 10:55,69,Good,I feel kinda hyped in a way.
1/27/2020 14:08,69,Good,"The end of the day is approaching, and I'm satisfied so far."
1/28/2020 14:46,69,Good,"Oh, just the usual."
1/30/2020 14:06,69,Good,"Got to play some Minecraft, the end of the day is near, and now I'm hyped to see my aunt."
1/31/2020 10:59,69,Good,"Friday, it's Friday, oh yeah!"
2/5/2020 10:18,69,Good,"Early dismissal today, yay."
2/6/2020 10:14,69,Good,"I really, really don't know right now."
2/7/2020 10:56,69,Good,"Can't say no to a friday, and 1/3 of the day has already passed!"
2/12/2020 10:56,69,Good,"More energy than yesterday (hey, didn't say I'm fully energized, just more than yesterday), and the weekend is almost there, we are halfway to the weekend, yay!"
2/13/2020 10:54,69,Good,I really don't know this time.
2/14/2020 10:17,69,Good,"Friday, early dismissal, and overall, my hype is building."
2/18/2020 10:55,69,Good,"I don't know to be honest, I just feel good."
2/21/2020 10:55,69,Good,"Friday, halfway through the day already, and my mood is (somewhat) good."
2/24/2020 10:55,69,Good,I've got things to look forward to.
2/26/2020 11:00,69,Good,Wrong period sorry.
2/27/2020 10:53,69,Good,I honestly have a lot to look forward to today.
3/2/2020 10:55,69,Good,"Meh, could be better, but I've got friday to work towards."
3/4/2020 10:53,69,Good,"I'm just feeling good, although I'm hungry and tired."
9/3/2019 8:26,70,Fair,I went to sleep early .
9/6/2019 8:38,70,Fair,i feel bad because i did so bad yesterday volleyball game.
9/5/2019 8:24,70,Good,I feel good because we have a volleyball game today.
9/19/2019 8:55,70,Good,I have a volleyball game today and we go agenst nimitz
8/27/2019 8:27,70,Good, I just woke up in a good mood and i'm not tired at all.
9/4/2019 8:25,70,Good,I woke up in a good mood this morning thats why.
10/16/2019 8:28,70,Good,This morning just started off as a good morning.
9/11/2019 8:39,70,Good,Today i woke up in a good mood because im exited about volleyball.
10/29/2019 7:27,70,Good,Yesterday i got to go home instead of practice.
11/4/2019 8:28,70,Good,I feel good because my friends made me laugh.
2/26/2020 8:29,70,Fair,I feel eh because i did something to my ankle and it really hurts .
10/22/2019 8:25,70,Good,This morning started off good and i ate a brownie for breakfast.
10/9/2019 8:27,70,Good,! feel good this morning because i got to see an old teacher and im also very tired.
2/7/2020 8:25,70,Good,i feel good because i got alot of sleep last night.
2/6/2020 8:35,70,Good,I feel good because i got alot of sleep.
2/18/2020 8:27,70,Good,I feel good because i got alot of sleep.
2/14/2020 8:22,70,Good,I feel good because today is valentine's day.
10/3/2019 8:31,70,Good,I feel good today because i ate breakfast .
2/28/2020 8:38,70,Good,I feel good today because i have a tournament tommorow.
3/3/2020 8:22,70,Good,I feel good today because i have practice today and tommorow.
10/15/2019 8:26,70,Good,I feel good today because its starting of good and i also have hot cheetos.
9/23/2019 8:22,70,Good,I feel that today will be a good day in general.
9/27/2019 8:30,70,Good,I feel that way because 
9/13/2019 8:45,70,Good,I feel that way because i had a good morning.
2/21/2020 9:02,70,Good,I feel that way because the week is finally over.
8/26/2019 8:31,70,Good,"I feel that way cause this morning, my favorite jacket ripped :("
2/13/2020 8:26,70,Good,I fell good because i got alot of sleep.
2/3/2020 8:21,70,Good,i got alot of sleep today.
9/16/2019 8:26,70,Good,I had a good breakfast i had cereal and eggs.
10/23/2019 8:29,70,Good,I had volleyball practice this morning and it was good.
2/4/2020 8:26,70,Good,I have a tournament today.
9/25/2019 9:08,70,Good,I have a volleyball game tommorow.
2/11/2020 8:29,70,Good,I have practice today after school.
9/18/2019 8:33,70,Good,I think today is going to be  a good day in general.
2/12/2020 8:27,70,Good,Im having a good morning because i got alot of sleep and i have practice tonight.
8/23/2019 8:27,70,Good,This morning just started off good and yesterday I also had volleyball practice and I did well for tryouts so I think that's why I'm happy.
10/21/2019 8:34,70,Good,This morning was just a good day and i think that this week will be great .
10/2/2019 8:32,70,Good,Today has started off good so I  think today will be a good day .
10/1/2019 8:29,70,Good,Today i woke up in a good mood but i still felt sick from yesterday.
8/22/2019 8:41,70,Good,"Usually when I eat in the morning  my morning is better, and i had ate oatmeal this morning."
1/6/2020 8:54,70,Good,today we got to start in 2nd period and it was fun.
1/10/2020 8:57,70,Good,I feel good today because im going to play volleyball with my volleyball club tomorrow.
1/13/2020 8:25,70,Good,My morning started off good and i have snacks for the rest of the day so I won't be hungry.
1/14/2020 8:27,70,Good,I feel like today's going to be a good day .
1/16/2020 8:42,70,Good,I feel like today is going to be a good day.
1/21/2020 8:25,70,Good,I feel good because i have practice today.
1/22/2020 8:29,70,Good,I feel that way because i have practice today again.
1/24/2020 8:29,70,Good,I feel good today because  i have a game Saturday. 
1/27/2020 8:28,70,Good,This morning started of good and i have practice today.
1/28/2020 8:27,70,Good,Im exited for this saturday because im going to austin for a tournament 
1/30/2020 8:23,70,Good,Im exited for Saturday im going to Austin for another tournament.
1/31/2020 8:23,70,Good,I have a tournament tomorrow in Austin.
9/20/2019 8:27,70,Option 306,I feel fair because I didn't get to play a lot during are volleyball game yesterday because i wasn't at practice.
10/17/2019 8:55,70,Option 306,This morning was not my morning it was kinda rough.
1/7/2020 8:39,70,Option 306,Yesterday i rolled my ankle at practice and this morning it hurts really bad.
10/25/2019 8:24,70,Good,I feel good because i had volleyball practice this morning.
10/28/2019 7:28,70,Good,My weekend was good i had a birthday party to go to so i am in a good mood.
10/30/2019 7:26,70,Good,I got taco cabana this morning and it was good.
11/5/2019 8:28,70,Good,I had a donut this morning.
11/6/2019 8:26,70,Good,This morning was good i ate taco cabana.
11/7/2019 8:28,70,Good,I got here early and i had alot of sleep.
11/8/2019 8:26,70,Good,I feel good becuase i got to talk to my friends this morning.
11/12/2019 8:25,70,Good,I feel good because i had a good morning and i got to talk to my friends.
11/13/2019 8:22,70,Good,I got to talk to my friends this morning.
11/14/2019 8:26,70,Option 306,Today just didn't start of good.
11/14/2019 8:26,70,Option 306,Today just didn't start of good.
11/13/2019 8:22,70,Good,I got to talk to my friends this morning.
1/10/2020 11:01,71,Excellent,I am feeling excellent today because it's Friday .
1/9/2020 11:00,71,Good,I am feeling good today because my classes are going well.
1/13/2020 11:00,71,Good,There's nice weather outside.
1/14/2020 11:01,71,Good,today is going good
1/16/2020 10:59,71,Good,today is going well
1/17/2020 10:58,71,Good,the weather is nice outside
1/22/2020 10:58,71,Good,Because im going to the last basketball game of the season
1/24/2020 10:57,71,Good,the weather is nice outside
1/28/2020 10:55,71,Good,the weather is nice outside
1/30/2020 10:58,71,Good,because tomorrow is Friday
2/3/2020 10:56,71,Good,I am feeling good because the weather is nice outside.
2/4/2020 10:58,71,Good,I am feeling good because we have early release tomorrow.
2/5/2020 10:18,71,Good,I am feeling good because we have early dismissal.
2/6/2020 10:17,71,Good,I am feeling good because the weather is nice outside.
2/10/2020 11:00,71,Good,I am feeling good because it's the first day of a new school week.
2/11/2020 10:56,71,Good,I am feeling good because I'm getting picked up early today.
2/12/2020 11:06,71,Good,I am feeling good because the weather is nice outside.
2/13/2020 10:56,71,Good,I am feeling good because I am going to my brothers baseball game after school.
2/14/2020 10:21,71,Good,i am feeling good because we have early release today.
2/18/2020 10:55,71,Good,I am feeling good because it's a new week.
2/21/2020 10:59,71,Good,I am feeling good because I heard my favorite song.
2/24/2020 10:57,71,Good,I am feeling good because its the first day of a new week.
2/26/2020 10:56,71,Good,I am feeling good today because the weather is nice outside.
2/27/2020 10:56,71,Good,I am feeling good because the weather is nice outside.
2/28/2020 10:55,71,Good,I am feeling good today because the weather is nice outside.
3/2/2020 10:57,71,Good,I am feeling good because its the last week before spring break.
3/4/2020 10:57,71,Good,I am feeling good today because it's a wonderful day outside.
2/22/2021 14:41,71,Excellent!,I feel that way because it’s a Monday. Yayyyy!!!
1/21/2020 10:58,71,Good,today is going good and the weather is nice outside
3/3/2020 10:58,71,Good,I am doing good today because the day is going by good so far.
2/23/2021 11:03,72,Good,I have a lot of work to do today but I am getting it done and doing good. Everything thing else is good I just have to finish all my work.
10/15/2019 14:55,73,Good,IM feeling this way because i have a headache
10/21/2019 14:56,73,Fair,Im feeling sick
8/22/2019 15:05,73,Good,Because i am not feeling the best today.
8/26/2019 15:02,73,Good,Today im feeling very soar so its not the best day
8/27/2019 14:58,73,Good,I feel this way because im tired.
9/3/2019 14:58,73,Good,I am feeling . this way because i'm very tired.
9/4/2019 14:57,73,Good,Im still tired.
9/9/2019 14:58,73,Good,I am feeling this way because im tired.
9/10/2019 14:58,73,Good,I am feeling this way because im still tired.
9/11/2019 14:57,73,Good,Im feeling this way because it's hot outside.
9/12/2019 15:01,73,Good,Im feeling that way because im tired.
9/13/2019 14:58,73,Good,Im feeling this way because im really tired today.
9/16/2019 15:00,73,Good,Im tired
9/17/2019 14:58,73,Good,Im felling this way because im tired
9/18/2019 14:57,73,Good,Im still tired.
9/19/2019 14:59,73,Good,Im feeling this way because im tired.
9/20/2019 14:57,73,Good,Im feeling this way because im tired.
9/23/2019 14:57,73,Good,Im feeling this way because i . tired.
9/24/2019 14:58,73,Good,I feel this way because im still tired.
9/25/2019 14:59,73,Good,Im feeling this way because it's hot.
9/26/2019 14:57,73,Good,"Im feeling this way because my feet hurt
"
9/27/2019 14:58,73,Good,Im feeling this way because im tired and my legs hurt.
9/30/2019 14:57,73,Good,Im feeling this way because im way too tired.
10/1/2019 14:58,73,Good,Im feeling this way because it's hot and i don't feel well.
10/2/2019 14:57,73,Good,Im feeling this way because I don't feel well.
10/3/2019 14:57,73,Good,Im feeling this way because my eyes hurt.
10/7/2019 14:57,73,Good,Im feeling this way because my legs hurt.
10/9/2019 14:56,73,Good,Im feeling this way because im tired.
10/10/2019 14:57,73,Good,Im feeling this way because im tired.
10/16/2019 14:57,73,Good,Im feeling this way because it's cold.
10/17/2019 14:55,73,Good,Im feeling this way because my eyes hurt
10/18/2019 14:55,73,Good,Im feeling this way because im tired.
10/23/2019 13:12,73,Good,Im feeling this way because im tired.
10/24/2019 13:11,73,Good,Im feeling this way because it's early release.
10/25/2019 14:57,73,Good,Im feeling this way because im tired.
10/28/2019 14:02,73,Good,Im feeling this way because it's how.
10/30/2019 14:04,73,Good,I hurt my rist.
10/31/2019 13:57,73,Good,Im feeling this way because im tired.
11/4/2019 14:57,73,Good,Im feeling this way because it's monday.
11/5/2019 14:56,73,Good,Im feeling this way because my typography is about to go up on the board.
11/6/2019 14:57,73,Good,Im feeling this way because i am tired and it's gonna rain more.
11/7/2019 14:58,73,Good,Im feeling this way because it's almost the weekend.
11/11/2019 14:59,73,Good,Im feeling this way because it's friday.
11/12/2019 14:55,73,Good,Im feeling this way because it's cold.
11/13/2019 14:55,73,Good,Im feeling this way because it won't snow.
11/14/2019 14:55,73,Good,Im feeling this way because it's raining.
11/14/2019 14:55,73,Good,Im feeling this way because it's raining.
8/23/2019 14:59,73,Good,Because it has not  been the best day today.
8/28/2019 14:59,73,Good,Because im tired
8/29/2019 14:59,73,Good,I eel this way because Its hot outside
9/5/2019 14:57,73,Good,Im stilll tiredddd.
9/6/2019 14:58,73,Good,It's hot outside.
10/22/2019 8:19,74,Fair,10/23 has been normal so far.
8/22/2019 8:38,74,Fair,I have had a normal day.
9/9/2019 8:20,74,Fair,Today is normal
9/13/2019 8:18,74,Fair,Today is normal
2/3/2020 8:21,74,Fair,Today is normal.
2/4/2020 8:19,74,Fair,Today is normal.
2/6/2020 8:19,74,Fair,Today is normal.
2/7/2020 8:18,74,Fair,Today is normal.
2/10/2020 8:17,74,Fair,Today is normal.
2/11/2020 8:18,74,Fair,Today is normal.
2/12/2020 8:23,74,Fair,Today is normal.
2/18/2020 8:22,74,Fair,Today is normal.
2/21/2020 8:16,74,Fair,Today is normal.
2/24/2020 8:18,74,Fair,Today is normal.
2/26/2020 8:20,74,Fair,Today is normal.
2/28/2020 8:25,74,Fair,Today is normal.
3/2/2020 8:22,74,Fair,Today is normal.
3/3/2020 8:20,74,Fair,Today is normal.
3/4/2020 8:24,74,Fair,Today is normal.
8/26/2019 8:23,74,Fair,Today is normal.
8/27/2019 8:23,74,Fair,Today is normal.
8/28/2019 8:22,74,Fair,Today is normal.
9/3/2019 9:01,74,Fair,Today is normal.
9/4/2019 8:18,74,Fair,Today is normal.
9/5/2019 8:18,74,Fair,Today is normal.
9/6/2019 10:56,74,Fair,Today is normal.
9/10/2019 8:24,74,Fair,Today is normal.
9/12/2019 8:18,74,Fair,Today is normal.
9/16/2019 8:19,74,Fair,Today is normal.
